Crater,Lat,Lon,Mean Diameter,Max Diameter,Min Diameter,Mean Depth,Max Depth,Min Depth
crater_1,-3.5,125.9,49.91123540998108,50.217556012571414,49.66337594958378,3.97039794921875,4.041290283203125,3.894744873046875
crater_2,54.9,41.7,21.75181457464076,22.759872257687405,19.854170139691092,1.3318532307942708,1.385101318359375,1.275665283203125
crater_3,11.8,88.1,21.78050013880318,23.366113494606175,20.51355517977462,1.592681884765625,1.7125396728515625,1.5077362060546875
crater_4,12.9,111.3,54.23161102065035,54.67759277983068,53.76558184156298,3.11859130859375,3.1760406494140625,3.07147216796875
crater_5,27.8,63.7,14.570981877909134,15.361733325631624,13.69425247733269,0.7755533854166666,0.7894439697265625,0.7653350830078125
crater_6,-7.7,269.2,171.2812388783196,171.8501672757634,170.2026209259791,9.195353190104166,9.44659423828125,8.979690551757812
crater_7,-43.3,325.2,73.74588302414513,74.20557142570276,73.13520991980478,4.8073781331380205,4.83746337890625,4.7855377197265625
crater_8,-1.2,152.6,79.34856192612148,79.54062156123533,79.20878114739021,4.687306722005208,4.8779296875,4.5362548828125
crater_9,0.6,114.1,79.84138359496616,80.781059791621,78.94299344932602,0.60382080078125,0.80816650390625,0.465545654296875
crater_10,11.4,55.7,9.456923752841375,9.853464366824532,9.213431676608078,0.19553120930989584,0.2462158203125,0.100738525390625
crater_11,0.4,302.2,59.14065293515598,63.29189027300338,57.05228079875615,0.8496500651041666,1.047637939453125,0.462982177734375
crater_12,56.0,77.5,30.888581047547802,31.479312460860246,30.216417092779203,1.4460703531901042,1.4543609619140625,1.439788818359375
crater_13,53.3,68.1,24.05838038975938,24.273892657399692,23.890863250790225,1.5302734375,1.575927734375,1.4921722412109375
crater_14,9.0,61.3,21.890264860883047,22.399177504873528,20.90113111022907,0.5232645670572916,0.53070068359375,0.51751708984375
crater_15,22.3,48.9,11.680537639260614,11.95910462230361,11.389898457725693,0.7029927571614584,0.7149658203125,0.6959991455078125
crater_16,25.7,50.8,13.092239752956749,13.151183383442852,13.013904900417392,0.3332061767578125,0.3363800048828125,0.3310699462890625
crater_17,19.8,252.6,58.79707091337468,59.65374865305942,57.96017020858311,2.67791748046875,2.75274658203125,2.6285247802734375
crater_18,-7.7,324.7,67.66134668447938,70.37058053418217,62.420378745536716,1.3996225992838542,1.57501220703125,1.05902099609375
crater_19,26.8,333.3,34.090359240850056,34.24302027643043,33.8575321156485,1.99267578125,1.9993133544921875,1.9824371337890625
crater_20,32.0,229.8,49.1515517276049,49.81359947676903,48.65357149254105,4.7460886637369795,4.768096923828125,4.7027740478515625
crater_21,35.1,248.0,18.507777691042115,20.514624285215625,17.118365841318695,1.110992431640625,1.2786407470703125,0.895843505859375
crater_24,31.3,161.2,148.88958387787076,151.18307957546816,146.05321515049954,2.9692840576171875,3.077789306640625,2.901519775390625
crater_25,21.6,189.2,147.305976971243,148.63445809125,145.08498406745298,0.9451395670572916,1.033843994140625,0.817291259765625
crater_26,11.2,41.8,109.57505136072913,112.8291943746769,106.32090834678138,4.1197509765625,4.173675537109375,4.065826416015625
crater_27,-1.7,84.4,85.08214542971697,86.37962471412152,83.35505016161805,2.6417999267578125,2.757568359375,2.525238037109375
crater_28,36.0,303.6,54.20695457555066,54.20695457555066,54.20695457555066,0.0045166015625,0.0045166015625,0.0045166015625
crater_29,44.1,298.6,36.468255603288064,38.512432977735905,34.031941830562964,0.5890604654947916,0.743988037109375,0.500030517578125
crater_30,49.9,287.0,38.45581849222323,39.02723508229615,37.94406467631417,1.61529541015625,1.6173095703125,1.6121673583984375
crater_32,-10.2,234.1,97.27546128167292,98.89560305803384,96.07062697766949,0.5032958984375,0.874755859375,0.110687255859375
crater_33,-6.2,333.0,143.59880099117433,148.58516289226702,140.87889871720913,7.2034352620442705,8.307968139648438,6.178924560546875
crater_34,-35.1,352.0,105.99529436482776,108.52711309265722,104.44528962744603,2.4479573567708335,2.6146240234375,2.2950592041015625
crater_35,11.4,74.5,70.28554542438006,72.09088246450693,69.1856795431313,3.5120646158854165,3.7576446533203125,3.161102294921875
crater_36,14.1,328.0,77.95204284492901,78.78896123411143,77.36179822269524,3.395624796549479,3.4263153076171875,3.349273681640625
crater_37,58.4,181.5,72.1295334369284,75.28306734254133,66.70869352076359,1.7442118326822917,2.162933349609375,1.430877685546875
crater_38,11.4,122.6,96.32186581382884,100.55087686482182,94.06358305776301,6.053375244140625,6.171112060546875,5.903472900390625
crater_39,4.9,136.9,82.5483031976893,93.92034347391588,76.71979031161753,3.4473876953125,4.71185302734375,1.6588897705078125
crater_40,-20.8,83.9,67.04043127994377,69.35694329857496,63.646931965486054,3.6225433349609375,3.629364013671875,3.6093292236328125
crater_41,-56.0,256.0,74.67274721502947,77.21708014197566,73.36901713707861,2.096989949544271,2.1148834228515625,2.0816802978515625
crater_42,44.5,237.5,62.96754888690277,67.9528114991582,53.29223955042877,0.5050099690755209,0.9780731201171875,0.2334747314453125
crater_43,59.3,252.4,54.800480124894484,56.84062437398978,53.63736192362765,2.2387542724609375,2.314605712890625,2.1641387939453125
crater_44,32.5,47.0,70.31287164713054,73.37644384179002,66.55516797233598,4.1576283772786455,4.276885986328125,4.0867919921875
crater_45,-59.5,165.6,66.96444641294904,70.26397282446904,61.7307992013134,4.970977783203125,5.21868896484375,4.7734832763671875
